putative enhancer	module assignment
chr4:6843157-6843656|cCREs166617	M4
chr4:68911057-68911556|cCREs172448	M4
chr4:6936249-6936748|cCREs166635	M4
chr4:6971999-6972498|cCREs166641	M4
chr4:70035998-70036497|cCREs172564	M4
chr4:7199170-7199669|cCREs166659	M4
chr4:78205177-78205676|cCREs173129	M4
chr4:87032225-87032724|cCREs173952	M4
chr4:97776804-97777303|cCREs174896	M4
chr4:97880494-97880993|cCREs174922	M4
chr4:97908021-97908520|cCREs174929	M4
chr4:97914622-97915121|cCREs174933	M4
chr4:97920609-97921108|cCREs174935	M4
chr4:97941941-97942440|cCREs174941	M4
chr4:97997232-97997731|cCREs174952	M4
chr4:98085211-98085710|cCREs174965	M4
chr5:107522038-107522537|cCREs191862	M4
chr5:110521958-110522457|cCREs192039	M4
chr5:110552105-110552604|cCREs192044	M4
chr5:110559738-110560237|cCREs192045	M4
chr5:110611517-110612016|cCREs192058	M4
chr5:120492530-120493029|cCREs193386	M4
chr5:120621227-120621726|cCREs193416	M4
chr5:122716152-122716651|cCREs193723	M4
chr5:122777318-122777817|cCREs193735	M4
chr5:140194305-140194804|cCREs195898	M4
chr5:144585183-144585682|cCREs196477	M4
chr5:144647781-144648280|cCREs196485	M4
chr5:144829827-144830326|cCREs196508	M4
chr5:144831906-144832405|cCREs196509	M4
chr5:144949655-144950154|cCREs196534	M4
chr5:150151708-150152207|cCREs197120	M4
chr5:35279616-35280115|cCREs184855	M4
chr5:35280432-35280931|cCREs184856	M4
chr5:43723965-43724464|cCREs185922	M4
chr5:45214716-45215215|cCREs186139	M4
chr5:57733142-57733641|cCREs187230	M4
chr5:57750435-57750934|cCREs187234	M4
chr5:57777519-57778018|cCREs187243	M4
chr5:63890462-63890961|cCREs187615	M4
chr5:63951395-63951894|cCREs187625	M4
chr5:63953604-63954103|cCREs187626	M4
chr5:63976501-63977000|cCREs187629	M4
chr5:64003957-64004456|cCREs187633	M4
chr5:64030410-64030909|cCREs187638	M4
chr5:64067462-64067961|cCREs187649	M4
chr5:64074616-64075115|cCREs187653	M4
chr5:64079220-64079719|cCREs187654	M4
chr5:66303063-66303562|cCREs187982	M4
chr5:73380090-73380589|cCREs188745	M4
chr5:73380930-73381429|cCREs188746	M4
chr5:73400217-73400716|cCREs188751	M4
chr5:73401438-73401937|cCREs188752	M4
chr5:73406967-73407466|cCREs188754	M4
chr5:73411462-73411961|cCREs188755	M4
chr5:73497505-73498004|cCREs188763	M4
chr5:73540948-73541447|cCREs188769	M4
chr5:73605093-73605592|cCREs188788	M4
chr5:73617328-73617827|cCREs188790	M4
chr5:73618986-73619485|cCREs188791	M4
chr5:73666837-73667336|cCREs188798	M4
chr5:73675696-73676195|cCREs188801	M4
chr5:75578483-75578982|cCREs189077	M4
chr5:75591676-75592175|cCREs189078	M4
chr5:76423719-76424218|cCREs189166	M4
chr5:9638610-9639109|cCREs182385	M4
chr5:9666639-9667138|cCREs182391	M4
chr5:97847653-97848152|cCREs190749	M4
chr5:97906919-97907418|cCREs190757	M4
chr5:98076712-98077211|cCREs190778	M4
chr5:98246088-98246587|cCREs190800	M4
chr5:98806569-98807068|cCREs190855	M4
chr5:98807192-98807691|cCREs190856	M4
chr5:99097776-99098275|cCREs190891	M4
chr5:99339952-99340451|cCREs190931	M4
chr6:100011655-100012154|cCREs207357	M4
chr6:108330577-108331076|cCREs208273	M4
chr6:113519966-113520465|cCREs208885	M4
chr6:118226195-118226694|cCREs209596	M4
chr6:120145497-120145996|cCREs209864	M4
chr6:120453185-120453684|cCREs209899	M4
chr6:120472037-120472536|cCREs209905	M4
chr6:120480440-120480939|cCREs209909	M4
chr6:120488963-120489462|cCREs209911	M4
chr6:120617720-120618219|cCREs209933	M4
chr6:120658706-120659205|cCREs209939	M4
chr6:122896961-122897460|cCREs210197	M4
chr6:124485541-124486040|cCREs210243	M4
chr6:136940139-136940638|cCREs211532	M4
chr6:140593842-140594341|cCREs211992	M4
chr6:14063867-14064366|cCREs198191	M4
chr6:14142113-14142612|cCREs198199	M4
chr6:14949011-14949510|cCREs198244	M4
chr6:14951186-14951685|cCREs198245	M4
chr6:14968827-14969326|cCREs198246	M4
chr6:15000792-15001291|cCREs198249	M4
chr6:15017538-15018037|cCREs198250	M4
chr6:15032702-15033201|cCREs198252	M4
chr6:15065592-15066091|cCREs198253	M4
chr6:15101644-15102143|cCREs198254	M4
chr6:15105161-15105660|cCREs198255	M4
chr6:15122635-15123134|cCREs198257	M4
chr6:15130274-15130773|cCREs198258	M4
chr6:15140684-15141183|cCREs198259	M4
chr6:15197416-15197915|cCREs198260	M4
chr6:15243012-15243511|cCREs198263	M4
chr6:17142972-17143471|cCREs198388	M4
chr6:17914372-17914871|cCREs198524	M4
chr6:37037299-37037798|cCREs200612	M4
chr6:41553654-41554153|cCREs201222	M4
chr6:41755829-41756328|cCREs201250	M4
chr6:41864192-41864691|cCREs201260	M4
chr6:41932253-41932752|cCREs201266	M4
chr6:42303503-42304002|cCREs201290	M4
chr6:42440592-42441091|cCREs201322	M4
chr6:48682368-48682867|cCREs201836	M4
chr6:52463431-52463930|cCREs202279	M4
chr6:52478709-52479208|cCREs202283	M4
chr6:55367328-55367827|cCREs202747	M4
chr6:55370055-55370554|cCREs202748	M4
chr6:55394963-55395462|cCREs202756	M4
chr6:55608716-55609215|cCREs202808	M4
chr6:55775656-55776155|cCREs202827	M4
chr6:55791809-55792308|cCREs202830	M4
chr6:55792641-55793140|cCREs202831	M4
chr6:55805135-55805634|cCREs202832	M4
chr6:55806630-55807129|cCREs202833	M4
chr6:55808754-55809253|cCREs202834	M4
chr6:55811302-55811801|cCREs202835	M4
chr6:55853212-55853711|cCREs202840	M4
chr6:55865332-55865831|cCREs202842	M4
chr6:55866124-55866623|cCREs202843	M4
chr6:55871092-55871591|cCREs202844	M4
chr6:55879659-55880158|cCREs202845	M4
chr6:55880867-55881366|cCREs202846	M4
chr6:59409215-59409714|cCREs203134	M4
chr6:60798376-60798875|cCREs203197	M4
chr6:66893556-66894055|cCREs203653	M4
chr6:66903182-66903681|cCREs203656	M4
chr6:66908407-66908906|cCREs203657	M4
chr6:66940839-66941338|cCREs203663	M4
chr6:66972745-66973244|cCREs203677	M4
chr6:66988380-66988879|cCREs203684	M4
chr6:66992406-66992905|cCREs203685	M4
chr6:67014691-67015190|cCREs203687	M4
chr6:67128907-67129406|cCREs203708	M4
chr6:67135022-67135521|cCREs203710	M4
chr6:73054759-73055258|cCREs204202	M4
chr6:73064465-73064964|cCREs204204	M4
chr6:7555811-7556310|cCREs197679	M4
chr6:83253579-83254078|cCREs205027	M4
chr6:85936966-85937465|cCREs205359	M4
chr6:87257185-87257684|cCREs205559	M4
chr6:87483997-87484496|cCREs205587	M4
chr6:87523182-87523681|cCREs205597	M4
chr6:87528311-87528810|cCREs205598	M4
chr6:87535748-87536247|cCREs205600	M4
chr6:87696093-87696592|cCREs205616	M4
chr6:87781068-87781567|cCREs205627	M4
chr6:91229107-91229606|cCREs206144	M4
chr6:91776632-91777131|cCREs206242	M4
chr6:91807432-91807931|cCREs206248	M4
chr6:96809541-96810040|cCREs206893	M4
chr6:99372550-99373049|cCREs207248	M4
chr6:99466445-99466944|cCREs207269	M4
chr6:99575744-99576243|cCREs207290	M4
chr7:111785539-111786038|cCREs220996	M4
chr7:113918939-113919438|cCREs221292	M4
chr7:119285406-119285905|cCREs221963	M4
chr7:120174813-120175312|cCREs222036	M4
chr7:121289795-121290294|cCREs222153	M4
chr7:121394939-121395438|cCREs222166	M4
chr7:123824020-123824519|cCREs222500	M4
chr7:124163412-124163911|cCREs222521	M4
chr7:124166322-124166821|cCREs222522	M4
chr7:124172132-124172631|cCREs222523	M4
chr7:124181119-124181618|cCREs222525	M4
chr7:124220680-124221179|cCREs222528	M4
chr7:131906946-131907445|cCREs223325	M4
chr7:13311399-13311898|cCREs213378	M4
chr7:13380622-13381121|cCREs213380	M4
chr7:13385557-13386056|cCREs213381	M4
chr7:13399485-13399984|cCREs213382	M4
chr7:13407170-13407669|cCREs213383	M4
chr7:13430778-13431277|cCREs213384	M4
chr7:13432185-13432684|cCREs213385	M4
chr7:16162074-16162573|cCREs213433	M4
chr7:16705876-16706375|cCREs213503	M4
chr7:16716533-16717032|cCREs213505	M4
chr7:30796825-30797324|cCREs214379	M4
chr7:45167800-45168299|cCREs215180	M4
chr7:45194523-45195022|cCREs215186	M4
chr7:45202697-45203196|cCREs215189	M4
chr7:45257608-45258107|cCREs215198	M4
chr7:6183987-6184486|cCREs213271	M4
chr7:84401998-84402497|cCREs218707	M4
chr7:89517490-89517989|cCREs218926	M4
chr7:97581025-97581524|cCREs219704	M4
chr8:105279122-105279621|cCREs234926	M4
chr8:105919709-105920208|cCREs235031	M4
chr8:111513070-111513569|cCREs235688	M4
chr8:121705338-121705837|cCREs237089	M4
chr8:128139190-128139689|cCREs238167	M4
chr8:128165003-128165502|cCREs238169	M4
chr8:128187863-128188362|cCREs238172	M4
chr8:128188860-128189359|cCREs238173	M4
chr8:128193146-128193645|cCREs238175	M4
chr8:128196746-128197245|cCREs238176	M4
chr8:128336132-128336631|cCREs238192	M4
chr8:128494754-128495253|cCREs238214	M4
chr8:128497616-128498115|cCREs238215	M4
chr8:128508740-128509239|cCREs238216	M4
chr8:23078514-23079013|cCREs226705	M4
chr8:25114430-25114929|cCREs226973	M4
chr8:35753361-35753860|cCREs228121	M4
chr8:36901210-36901709|cCREs228316	M4
chr8:4265627-4266126|cCREs224974	M4
chr8:46293188-46293687|cCREs229128	M4
chr8:46568063-46568562|cCREs229174	M4
chr8:46729765-46730264|cCREs229200	M4
chr8:54913009-54913508|cCREs229858	M4
chr8:54958897-54959396|cCREs229864	M4
chr8:55016911-55017410|cCREs229872	M4
chr8:72392289-72392788|cCREs231504	M4
chr8:72501398-72501897|cCREs231517	M4
chr8:72509847-72510346|cCREs231519	M4
chr8:72648694-72649193|cCREs231535	M4
chr8:77294624-77295123|cCREs231911	M4
chr8:77375055-77375554|cCREs231924	M4
chr8:77429374-77429873|cCREs231936	M4
chr8:86395091-86395590|cCREs232975	M4
chr8:86578192-86578691|cCREs233006	M4
chr8:92894763-92895262|cCREs233740	M4
chr9:102499312-102499811|cCREs248857	M4
chr9:110250269-110250768|cCREs249855	M4
chr9:112130951-112131450|cCREs250090	M4
chr9:121452721-121453220|cCREs251284	M4
chr9:121630780-121631279|cCREs251315	M4
chr9:121667981-121668480|cCREs251326	M4
chr9:121786499-121786998|cCREs251352	M4
chr9:13681583-13682082|cCREs238804	M4
chr9:14175124-14175623|cCREs238868	M4
chr9:21110796-21111295|cCREs239323	M4
chr9:21496950-21497449|cCREs239390	M4
chr9:21749815-21750314|cCREs239420	M4
chr9:21752448-21752947|cCREs239422	M4
chr9:21843038-21843537|cCREs239438	M4
chr9:21919044-21919543|cCREs239448	M4
chr9:21953628-21954127|cCREs239454	M4
chr9:22119569-22120068|cCREs239479	M4
chr9:25387926-25388425|cCREs239829	M4
chr9:3540280-3540779|cCREs238264	M4
chr9:37474329-37474828|cCREs241365	M4
chr9:37475119-37475618|cCREs241366	M4
chr9:37575676-37576175|cCREs241385	M4
chr9:37593788-37594287|cCREs241387	M4
chr9:37632398-37632897|cCREs241395	M4
chr9:37811341-37811840|cCREs241415	M4
chr9:37814814-37815313|cCREs241416	M4
chr9:37830535-37831034|cCREs241419	M4
chr9:37941267-37941766|cCREs241439	M4
chr9:42943135-42943634|cCREs241961	M4
chr9:45608621-45609120|cCREs242356	M4
chr9:50754107-50754606|cCREs243054	M4
chr9:53302564-53303063|cCREs243391	M4
chr9:53848725-53849224|cCREs243435	M4
chr9:54968031-54968530|cCREs243551	M4
chr9:54969088-54969587|cCREs243552	M4
chr9:54978707-54979206|cCREs243554	M4
chr9:57505845-57506344|cCREs243849	M4
chr9:58053241-58053740|cCREs243956	M4
chr9:58102078-58102577|cCREs243966	M4
chr9:58158559-58159058|cCREs243976	M4
chr9:63720740-63721239|cCREs244688	M4
chr9:66716596-66717095|cCREs245083	M4
chr9:73896382-73896881|cCREs245922	M4
chr9:77465516-77466015|cCREs246281	M4
chr9:79253596-79254095|cCREs246496	M4
chr9:79520614-79521113|cCREs246517	M4
chr9:79526319-79526818|cCREs246519	M4
chr9:79529368-79529867|cCREs246520	M4
chr9:79648600-79649099|cCREs246533	M4
chr9:8177234-8177733|cCREs238468	M4
chr9:8187045-8187544|cCREs238469	M4
chr9:85328308-85328807|cCREs247012	M4
chr9:86328345-86328844|cCREs247126	M4
chr9:86575306-86575805|cCREs247155	M4
chr9:86661394-86661893|cCREs247177	M4
chr9:86716641-86717140|cCREs247188	M4
chr9:86770364-86770863|cCREs247199	M4
chr9:86790222-86790721|cCREs247203	M4
chr9:9041150-9041649|cCREs238530	M4
chrX:100599921-100600420|cCREs255078	M4
chrX:11800362-11800861|cCREs252028	M4
chrX:135593334-135593833|cCREs255922	M4
chrX:135940098-135940597|cCREs255949	M4
chrX:41618488-41618987|cCREs252892	M4
chrX:48147797-48148296|cCREs253112	M4
chr10:26221819-26222318|cCREs23178	M5
chr10:42411211-42411710|cCREs24689	M5
chr10:53925556-53926055|cCREs25646	M5
chr10:53935425-53935924|cCREs25648	M5
chr10:88420113-88420612|cCREs29808	M5
chr10:88631700-88632199|cCREs29829	M5
chr1:107672679-107673178|cCREs10583	M5
chr1:107898360-107898859|cCREs10602	M5
chr11:12232523-12233022|cCREs35724	M5
chr11:12251320-12251819|cCREs35727	M5
chr11:32619499-32619998|cCREs37716	M5
chr1:134719822-134720321|cCREs12957	M5
chr1:134759265-134759764|cCREs12962	M5
chr11:35202447-35202946|cCREs38057	M5
chr1:138614630-138615129|cCREs13591	M5
chr11:62821024-62821523|cCREs41275	M5
chr11:7182994-7183493|cCREs35289	M5
chr11:83709799-83710298|cCREs43919	M5
chr1:193256833-193257332|cCREs20118	M5
chr12:106440761-106441260|cCREs59559	M5
chr13:96926974-96927473|cCREs70587	M5
chr14:123219501-123220000|cCREs84989	M5
chr14:30255793-30256292|cCREs76238	M5
chr14:79089532-79090031|cCREs81466	M5
chr14:79879857-79880356|cCREs81602	M5
chr14:8160309-8160808|cCREs73598	M5
chr15:68606168-68606667|cCREs91542	M5
chr16:44549434-44549933|cCREs100864	M5
chr16:44551051-44551550|cCREs100865	M5
chr17:72967067-72967566|cCREs112133	M5
chr17:87335214-87335713|cCREs113808	M5
chr18:60892356-60892855|cCREs120680	M5
chr19:27224365-27224864|cCREs126817	M5
chr19:47486068-47486567|cCREs129038	M5
chr2:115970592-115971091|cCREs142424	M5
chr2:115979822-115980321|cCREs142425	M5
chr2:115981864-115982363|cCREs142426	M5
chr2:116036582-116037081|cCREs142437	M5
chr2:116042022-116042521|cCREs142438	M5
chr2:138196783-138197282|cCREs145186	M5
chr2:146456721-146457220|cCREs146279	M5
chr2:84949040-84949539|cCREs139546	M5
chr2:84951150-84951649|cCREs139547	M5
chr3:117218118-117218617|cCREs161446	M5
chr3:123688902-123689401|cCREs162206	M5
chr3:134103457-134103956|cCREs163278	M5
chr3:142755280-142755779|cCREs164293	M5
chr3:69289865-69290364|cCREs156444	M5
chr4:124645824-124646323|cCREs177845	M5
chr4:151634871-151635370|cCREs181160	M5
chr4:47332977-47333476|cCREs170185	M5
chr4:50008633-50009132|cCREs170517	M5
chr4:77870863-77871362|cCREs173109	M5
chr5:22176311-22176810|cCREs183390	M5
chr5:91518891-91519390|cCREs190268	M5
chr6:118078128-118078627|cCREs209582	M5
chr6:142495559-142496058|cCREs212150	M5
chr6:142980169-142980668|cCREs212228	M5
chr6:49746521-49747020|cCREs201943	M5
chr7:118965206-118965705|cCREs221934	M5
chr7:118981385-118981884|cCREs221937	M5
chr7:74422007-74422506|cCREs217501	M5
chr7:74458519-74459018|cCREs217509	M5
chr7:93435302-93435801|cCREs219376	M5
chr8:76972117-76972616|cCREs231867	M5
chr8:77121614-77122113|cCREs231884	M5
chr8:94498108-94498607|cCREs233958	M5
chr9:48728201-48728700|cCREs242757	M5
chr9:55333107-55333606|cCREs243587	M5
chr9:72393969-72394468|cCREs245761	M5
chr10:41602133-41602632|cCREs24581	M6
chr10:62856805-62857304|cCREs26647	M6
chr10:75632667-75633166|cCREs28161	M6
chr10:81551697-81552196|cCREs29006	M6
chr10:94116403-94116902|cCREs30531	M6
chr11:101468058-101468557|cCREs45989	M6
chr11:106332489-106332988|cCREs46646	M6
chr11:107912915-107913414|cCREs46878	M6
chr11:108222788-108223287|cCREs46955	M6
chr11:119056272-119056771|cCREs48529	M6
chr11:119585690-119586189|cCREs48597	M6
chr11:119907412-119907911|cCREs48665	M6
chr11:22255276-22255775|cCREs36608	M6
chr1:126032681-126033180|cCREs11762	M6
chr1:126152421-126152920|cCREs11776	M6
chr1:126153961-126154460|cCREs11777	M6
chr1:126194783-126195282|cCREs11780	M6
chr1:126213838-126214337|cCREs11784	M6
chr11:33827093-33827592|cCREs37865	M6
chr1:134846465-134846964|cCREs12981	M6
chr11:50225281-50225780|cCREs39676	M6
chr11:51658864-51659363|cCREs39860	M6
chr11:5273842-5274341|cCREs35008	M6
chr11:60177167-60177666|cCREs40939	M6
chr1:161196145-161196644|cCREs15917	M6
chr1:161687294-161687793|cCREs15964	M6
chr1:166330927-166331426|cCREs16574	M6
chr11:72067262-72067761|cCREs42426	M6
chr11:78164065-78164564|cCREs43164	M6
chr1:178634699-178635198|cCREs18168	M6
chr11:85183061-85183560|cCREs44065	M6
chr12:106410555-106411054|cCREs59556	M6
chr12:108449874-108450373|cCREs59797	M6
chr12:116578042-116578541|cCREs60558	M6
chr12:32518644-32519143|cCREs51872	M6
chr12:32661889-32662388|cCREs51888	M6
chr12:56162514-56163013|cCREs54198	M6
chr12:74171412-74171911|cCREs55702	M6
chr12:8754278-8754777|cCREs49653	M6
chr12:8908999-8909498|cCREs49676	M6
chr12:8987585-8988084|cCREs49692	M6
chr13:106965012-106965511|cCREs71939	M6
chr13:107144859-107145358|cCREs71962	M6
chr13:36432249-36432748|cCREs64263	M6
chr13:36736117-36736616|cCREs64314	M6
chr13:42002285-42002784|cCREs64878	M6
chr13:54149851-54150350|cCREs66547	M6
chr13:54171312-54171811|cCREs66556	M6
chr13:54374216-54374715|cCREs66604	M6
chr13:55345621-55346120|cCREs66729	M6
chr13:69089616-69090115|cCREs67934	M6
chr1:39636731-39637230|cCREs3383	M6
chr1:40681558-40682057|cCREs3558	M6
chr14:103155807-103156306|cCREs83111	M6
chr14:25027133-25027632|cCREs75563	M6
chr14:25749649-25750148|cCREs75710	M6
chr14:25852258-25852757|cCREs75734	M6
chr14:33933000-33933499|cCREs76734	M6
chr14:55507008-55507507|cCREs78428	M6
chr14:63721379-63721878|cCREs79377	M6
chr14:70513228-70513727|cCREs80292	M6
chr14:75155594-75156093|cCREs80869	M6
chr14:99185835-99186334|cCREs82619	M6
chr1:55449197-55449696|cCREs4929	M6
chr15:58645544-58646043|cCREs90210	M6
chr15:58792810-58793309|cCREs90247	M6
chr15:58868508-58869007|cCREs90258	M6
chr15:58974449-58974948|cCREs90282	M6
chr15:58978695-58979194|cCREs90285	M6
chr15:68205238-68205737|cCREs91480	M6
chr15:74926819-74927318|cCREs92305	M6
chr15:75755166-75755665|cCREs92357	M6
chr15:88837462-88837961|cCREs94228	M6
chr15:89169531-89170030|cCREs94265	M6
chr15:96968938-96969437|cCREs95185	M6
chr15:97763719-97764218|cCREs95257	M6
chr15:97766226-97766725|cCREs95258	M6
chr15:97992989-97993488|cCREs95294	M6
chr15:99411899-99412398|cCREs95480	M6
chr16:18220265-18220764|cCREs97687	M6
chr16:57315119-57315618|cCREs101992	M6
chr16:57357161-57357660|cCREs102001	M6
chr16:96249716-96250215|cCREs105456	M6
chr16:96727957-96728456|cCREs105542	M6
chr1:71366837-71367336|cCREs6682	M6
chr1:71367800-71368299|cCREs6683	M6
chr17:24630200-24630699|cCREs107369	M6
chr17:27120578-27121077|cCREs107737	M6
chr17:31888723-31889222|cCREs108410	M6
chr17:47737795-47738294|cCREs109635	M6
chr1:75382036-75382535|cCREs7251	M6
chr17:72787856-72788355|cCREs112103	M6
chr17:72919347-72919846|cCREs112121	M6
chr17:72989146-72989645|cCREs112139	M6
chr17:86937904-86938403|cCREs113741	M6
chr18:12200155-12200654|cCREs115183	M6
chr18:24152145-24152644|cCREs116307	M6
chr18:43600186-43600685|cCREs118635	M6
chr1:84678840-84679339|cCREs8323	M6
chr18:47225322-47225821|cCREs119072	M6
chr18:56869827-56870326|cCREs120158	M6
chr18:62527464-62527963|cCREs120983	M6
chr18:77806612-77807111|cCREs122942	M6
chr1:88584798-88585297|cCREs8758	M6
chr19:34214283-34214782|cCREs127553	M6
chr19:46531188-46531687|cCREs128861	M6
chr19:47348725-47349224|cCREs129011	M6
chr19:47398488-47398987|cCREs129017	M6
chr19:5071914-5072413|cCREs124466	M6
chr19:53446764-53447263|cCREs129566	M6
chr1:95638069-95638568|cCREs9662	M6
chr19:6401459-6401958|cCREs124650	M6
chr2:104685480-104685979|cCREs141360	M6
chr2:116020919-116021418|cCREs142432	M6
chr2:118790593-118791092|cCREs142818	M6
chr2:127290783-127291282|cCREs143781	M6
chr2:138267512-138268011|cCREs145199	M6
chr2:153528272-153528771|cCREs147052	M6
chr2:155990236-155990735|cCREs147325	M6
chr2:156401291-156401790|cCREs147378	M6
chr2:156452266-156452765|cCREs147388	M6
chr2:156915635-156916134|cCREs147496	M6
chr2:158546918-158547417|cCREs147756	M6
chr2:160741020-160741519|cCREs148001	M6
chr2:163225417-163225916|cCREs148329	M6
chr2:169210083-169210582|cCREs149284	M6
chr2:169283969-169284468|cCREs149289	M6
chr2:169360665-169361164|cCREs149297	M6
chr2:169642567-169643066|cCREs149319	M6
chr2:169667935-169668434|cCREs149321	M6
chr2:169758092-169758591|cCREs149327	M6
chr2:169932039-169932538|cCREs149341	M6
chr2:169951028-169951527|cCREs149343	M6
chr2:169987752-169988251|cCREs149347	M6
chr2:17598007-17598506|cCREs132097	M6
chr2:180582638-180583137|cCREs150257	M6
chr3:123264958-123265457|cCREs162149	M6
chr3:123362926-123363425|cCREs162163	M6
chr3:131594502-131595001|cCREs163004	M6
chr3:131739761-131740260|cCREs163033	M6
chr3:131808355-131808854|cCREs163039	M6
chr3:131868420-131868919|cCREs163045	M6
chr3:134134380-134134879|cCREs163279	M6
chr3:134178659-134179158|cCREs163285	M6
chr3:154673284-154673783|cCREs165713	M6
chr3:154695261-154695760|cCREs165716	M6
chr3:154793710-154794209|cCREs165735	M6
chr3:154812952-154813451|cCREs165741	M6
chr3:154842296-154842795|cCREs165748	M6
chr3:154879525-154880024|cCREs165752	M6
chr3:27941734-27942233|cCREs152233	M6
chr3:32660347-32660846|cCREs152764	M6
chr3:36524469-36524968|cCREs153212	M6
chr3:36622223-36622722|cCREs153223	M6
chr3:37722573-37723072|cCREs153344	M6
chr3:87756071-87756570|cCREs158239	M6
chr3:88619829-88620328|cCREs158390	M6
chr4:125413952-125414451|cCREs177950	M6
chr4:125430442-125430941|cCREs177953	M6
chr4:126237795-126238294|cCREs178055	M6
chr4:138747898-138748397|cCREs179765	M6
chr4:151618400-151618899|cCREs181155	M6
chr4:151751714-151752213|cCREs181180	M6
chr4:25725959-25726458|cCREs168267	M6
chr5:112254407-112254906|cCREs192296	M6
chr5:122146073-122146572|cCREs193628	M6
chr5:122541622-122542121|cCREs193687	M6
chr5:135525185-135525684|cCREs195347	M6
chr5:135802763-135803262|cCREs195376	M6
chr5:135826377-135826876|cCREs195383	M6
chr5:135835239-135835738|cCREs195386	M6
chr5:135849937-135850436|cCREs195389	M6
chr5:136500127-136500626|cCREs195481	M6
chr5:137523800-137524299|cCREs195582	M6
chr5:139476403-139476902|cCREs195807	M6
chr5:140890210-140890709|cCREs196034	M6
chr5:149688761-149689260|cCREs197064	M6
chr5:149926922-149927421|cCREs197084	M6
chr5:24337378-24337877|cCREs183620	M6
chr5:30928012-30928511|cCREs184341	M6
chr5:31836253-31836752|cCREs184447	M6
chr5:33632605-33633104|cCREs184649	M6
chr5:38372469-38372968|cCREs185378	M6
chr5:38479192-38479691|cCREs185396	M6
chr5:64023087-64023586|cCREs187635	M6
chr5:66954054-66954553|cCREs188129	M6
chr5:93048541-93049040|cCREs190497	M6
chr6:113659837-113660336|cCREs208912	M6
chr6:116653942-116654441|cCREs209395	M6
chr6:120274864-120275363|cCREs209884	M6
chr6:120426908-120427407|cCREs209896	M6
chr6:126770424-126770923|cCREs210556	M6
chr6:126774102-126774601|cCREs210558	M6
chr6:146271247-146271746|cCREs212698	M6
chr6:148491935-148492434|cCREs212964	M6
chr6:32342920-32343419|cCREs199980	M6
chr6:54881118-54881617|cCREs202669	M6
chr6:55559869-55560368|cCREs202800	M6
chr6:73134378-73134877|cCREs204210	M6
chr6:85206986-85207485|cCREs205264	M6
chr6:8957628-8958127|cCREs197870	M6
chr6:9075566-9076065|cCREs197884	M6
chr7:100495843-100496342|cCREs220108	M6
chr7:113909467-113909966|cCREs221290	M6
chr7:120103206-120103705|cCREs222026	M6
chr7:120316145-120316644|cCREs222049	M6
chr7:120831243-120831742|cCREs222089	M6
chr7:127685463-127685962|cCREs222889	M6
chr7:127869330-127869829|cCREs222915	M6
chr7:131948044-131948543|cCREs223329	M6
chr7:135699493-135699992|cCREs223840	M6
chr7:138907105-138907604|cCREs224117	M6
chr7:140805813-140806312|cCREs224365	M6
chr7:142894802-142895301|cCREs224604	M6
chr7:143733849-143734348|cCREs224695	M6
chr7:44475294-44475793|cCREs215089	M6
chr7:51266037-51266536|cCREs215730	M6
chr7:97911781-97912280|cCREs219746	M6
chr7:98155652-98156151|cCREs219767	M6
chr8:102502891-102503390|cCREs234563	M6
chr8:103045118-103045617|cCREs234628	M6
chr8:125474900-125475399|cCREs237739	M6
chr8:12978883-12979382|cCREs225860	M6
chr8:31031783-31032282|cCREs227553	M6
chr8:57702733-57703232|cCREs230043	M6
chr8:83964122-83964621|cCREs232640	M6
chr8:86512286-86512785|cCREs232996	M6
chr8:86514285-86514784|cCREs232997	M6
chr8:86540984-86541483|cCREs233001	M6
chr8:93908606-93909105|cCREs233859	M6
chr8:94186648-94187147|cCREs233907	M6
chr9:102636661-102637160|cCREs248877	M6
chr9:106211929-106212428|cCREs249338	M6
chr9:107924109-107924608|cCREs249601	M6
chr9:121348141-121348640|cCREs251252	M6
chr9:35360892-35361391|cCREs241183	M6
chr9:49682220-49682719|cCREs242890	M6
chr9:53695959-53696458|cCREs243427	M6
chr9:54960971-54961470|cCREs243550	M6
chr9:62190655-62191154|cCREs244470	M6
chr9:65102561-65103060|cCREs244882	M6
chr9:65214975-65215474|cCREs244901	M6
chr9:71598758-71599257|cCREs245669	M6
chr9:77460566-77461065|cCREs246278	M6
chr9:78088679-78089178|cCREs246378	M6
chr10:23191359-23191858|cCREs22758	M7
chr11:8777139-8777638|cCREs35468	M7
chr19:40478325-40478824|cCREs128113	M7
chr3:34386448-34386947|cCREs152970	M7
chr7:139220445-139220944|cCREs224181	M7
chr8:47974831-47975330|cCREs229415	M7
chr8:56212040-56212539|cCREs229906	M7
chr10:111802267-111802766|cCREs32617	M8
chr10:119421516-119422015|cCREs33472	M8
chr10:13106064-13106563|cCREs21550	M8
chr10:23228736-23229235|cCREs22765	M8
chr10:23311566-23312065|cCREs22769	M8
chr10:23329611-23330110|cCREs22771	M8
chr10:58840663-58841162|cCREs26035	M8
chr10:76397926-76398425|cCREs28278	M8
chr10:77456592-77457091|cCREs28421	M8
chr10:85247326-85247825|cCREs29427	M8
chr10:85263580-85264079|cCREs29429	M8
chr10:85300236-85300735|cCREs29437	M8
chr10:85335615-85336114|cCREs29440	M8
chr10:85338876-85339375|cCREs29441	M8
chr10:85403931-85404430|cCREs29447	M8
